"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-PN-HRRP,122,,0.9962,14.9630,15.0203,18,07/01/2019,06/30/2022
DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-HIP-KNEE-HRRP,N/A,,0.9300,3.9802,4.2798,Too Few to Report,07/01/2019,06/30/2022
DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-HF-HRRP,179,,1.1262,20.2167,17.9507,44,07/01/2019,06/30/2022
DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-COPD-HRRP,N/A,,0.9613,18.1467,18.8778,Too Few to Report,07/01/2019,06/30/2022
DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DUBLIN METHODIST HOSPITAL,360348,OH,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-HIP-KNEE-HRRP,1082,,0.8487,3.2783,3.8628,33,07/01/2019,06/30/2022
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-HIP-KNEE-HRRP,N/A,,0.8804,4.2471,4.8239,Too Few to Report,07/01/2019,06/30/2022
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WEST CHESTER HOSPITAL,360354,OH,READM-30-PN-HRRP,327,,1.0573,17.1812,16.2505,60,07/01/2019,06/30/2022
WEST CHESTER HOSPITAL,360354,OH,READM-30-HIP-KNEE-HRRP,N/A,,0.9296,4.4518,4.7889,Too Few to Report,07/01/2019,06/30/2022
WEST CHESTER HOSPITAL,360354,OH,READM-30-HF-HRRP,321,,1.1289,21.7673,19.2811,78,07/01/2019,06/30/2022
WEST CHESTER HOSPITAL,360354,OH,READM-30-COPD-HRRP,123,,0.9840,20.3837,20.7144,24,07/01/2019,06/30/2022
WEST CHESTER HOSPITAL,360354,OH,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WEST CHESTER HOSPITAL,360354,OH,READM-30-AMI-HRRP,128,,1.0155,14.2418,14.0237,19,07/01/2019,06/30/2022
OHIO VALLEY SURGICAL HOSPITAL,360355,OH,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OHIO VALLEY SURGICAL HOSPITAL,360355,OH,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OHIO VALLEY SURGICAL HOSPITAL,360355,OH,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OHIO VALLEY SURGICAL HOSPITAL,360355,OH,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OHIO VALLEY SURGICAL HOSPITAL,360355,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OHIO VALLEY SURGICAL HOSPITAL,360355,OH,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DILEY RIDGE MEDICAL CENTER,360358,OH,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DILEY RIDGE MEDICAL CENTER,360358,OH,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DILEY RIDGE MEDICAL CENTER,360358,OH,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DILEY RIDGE MEDICAL CENTER,360358,OH,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DILEY RIDGE MEDICAL CENTER,360358,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DILEY RIDGE MEDICAL CENTER,360358,OH,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,READM-30-PN-HRRP,257,,0.9703,16.7609,17.2744,41,07/01/2019,06/30/2022
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,READM-30-HIP-KNEE-HRRP,N/A,,0.9090,4.6108,5.0726,Too Few to Report,07/01/2019,06/30/2022
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,READM-30-HF-HRRP,414,,1.0600,20.5609,19.3973,89,07/01/2019,06/30/2022
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,READM-30-COPD-HRRP,75,,0.9735,19.7092,20.2453,13,07/01/2019,06/30/2022
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,READM-30-CABG-HRRP,N/A,,1.0674,10.3373,9.6848,Too Few to Report,07/01/2019,06/30/2022
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,READM-30-AMI-HRRP,94,,1.1159,13.5100,12.1065,18,07/01/2019,06/30/2022
SOIN MEDICAL CENTER,360360,OH,READM-30-PN-HRRP,220,,0.9286,16.3989,17.6595,31,07/01/2019,06/30/2022
SOIN MEDICAL CENTER,360360,OH,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SOIN MEDICAL CENTER,360360,OH,READM-30-HF-HRRP,294,,1.0912,23.1380,21.2037,74,07/01/2019,06/30/2022
SOIN MEDICAL CENTER,360360,OH,READM-30-COPD-HRRP,118,,1.0573,21.4416,20.2794,29,07/01/2019,06/30/2022
SOIN MEDICAL CENTER,360360,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SOIN MEDICAL CENTER,360360,OH,READM-30-AMI-HRRP,93,,1.0431,15.9765,15.3162,17,07/01/2019,06/30/2022
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-HIP-KNEE-HRRP,N/A,,1.1750,5.6811,4.8348,Too Few to Report,07/01/2019,06/30/2022
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLEVELAND CLINIC AVON HOSPITAL,360364,OH,READM-30-PN-HRRP,276,,0.9746,16.5840,17.0163,44,07/01/2019,06/30/2022
CLEVELAND CLINIC AVON HOSPITAL,360364,OH,READM-30-HIP-KNEE-HRRP,N/A,,1.0038,5.1853,5.1654,Too Few to Report,07/01/2019,06/30/2022
CLEVELAND CLINIC AVON HOSPITAL,360364,OH,READM-30-HF-HRRP,469,,1.0358,21.4534,20.7113,103,07/01/2019,06/30/2022
CLEVELAND CLINIC AVON HOSPITAL,360364,OH,READM-30-COPD-HRRP,98,,0.9622,18.8927,19.6339,16,07/01/2019,06/30/2022
CLEVELAND CLINIC AVON HOSPITAL,360364,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLEVELAND CLINIC AVON HOSPITAL,360364,OH,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
AVITA ONTARIO,360365,OH,READM-30-PN-HRRP,N/A,,1.0037,18.7340,18.6647,Too Few to Report,07/01/2019,06/30/2022
AVITA ONTARIO,360365,OH,READM-30-HIP-KNEE-HRRP,N/A,,0.8652,3.6656,4.2364,Too Few to Report,07/01/2019,06/30/2022
AVITA ONTARIO,360365,OH,READM-30-HF-HRRP,43,,1.0196,22.5087,22.0764,11,07/01/2019,06/30/2022
AVITA ONTARIO,360365,OH,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
AVITA ONTARIO,360365,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
AVITA ONTARIO,360365,OH,READM-30-AMI-HRRP,N/A,,0.9792,14.4172,14.7230,Too Few to Report,07/01/2019,06/30/2022
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,OH,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,OH,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,OH,READM-30-HF-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,OH,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,OH,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KETTERING HEALTH TROY,360368,OH,READM-30-PN-HRRP,N/A,,0.9595,15.1710,15.8121,Too Few to Report,07/01/2019,06/30/2022
KETTERING HEALTH TROY,360368,OH,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KETTERING HEALTH TROY,360368,OH,READM-30-HF-HRRP,88,,0.9754,18.9167,19.3948,15,07/01/2019,06/30/2022
KETTERING HEALTH TROY,360368,OH,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KETTERING HEALTH TROY,360368,OH,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KETTERING HEALTH TROY,360368,OH,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST MEDICAL CENTER,370001,OK,READM-30-PN-HRRP,379,,0.9905,18.3822,18.5590,69,07/01/2019,06/30/2022
HILLCREST MEDICAL CENTER,370001,OK,READM-30-HIP-KNEE-HRRP,140,,1.1671,6.1297,5.2522,11,07/01/2019,06/30/2022
HILLCREST MEDICAL CENTER,370001,OK,READM-30-HF-HRRP,549,,0.9576,21.6700,22.6305,116,07/01/2019,06/30/2022
HILLCREST MEDICAL CENTER,370001,OK,READM-30-COPD-HRRP,185,,0.9369,20.1736,21.5322,33,07/01/2019,06/30/2022
HILLCREST MEDICAL CENTER,370001,OK,READM-30-CABG-HRRP,135,,1.1346,12.9071,11.3755,21,07/01/2019,06/30/2022
HILLCREST MEDICAL CENTER,370001,OK,READM-30-AMI-HRRP,240,,0.9529,13.9066,14.5933,31,07/01/2019,06/30/2022
ALLIANCEHEALTH WOODWARD,370002,OK,READM-30-PN-HRRP,103,,0.9967,15.7522,15.8047,16,07/01/2019,06/30/2022
ALLIANCEHEALTH WOODWARD,370002,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9731,4.8868,5.0217,Too Few to Report,07/01/2019,06/30/2022
ALLIANCEHEALTH WOODWARD,370002,OK,READM-30-HF-HRRP,N/A,,0.9346,17.0387,18.2301,Too Few to Report,07/01/2019,06/30/2022
ALLIANCEHEALTH WOODWARD,370002,OK,READM-30-COPD-HRRP,N/A,,0.9167,15.6639,17.0869,Too Few to Report,07/01/2019,06/30/2022
ALLIANCEHEALTH WOODWARD,370002,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ALLIANCEHEALTH WOODWARD,370002,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS MIAMI HOSPITAL,370004,OK,READM-30-PN-HRRP,N/A,,1.0077,13.9336,13.8269,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS MIAMI HOSPITAL,370004,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS MIAMI HOSPITAL,370004,OK,READM-30-HF-HRRP,N/A,,0.9833,17.2720,17.5644,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS MIAMI HOSPITAL,370004,OK,READM-30-COPD-HRRP,N/A,,0.9704,16.9266,17.4423,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS MIAMI HOSPITAL,370004,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS MIAMI HOSPITAL,370004,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ALLIANCEHEALTH PONCA CITY,370006,OK,READM-30-PN-HRRP,96,,1.0048,15.2948,15.2223,15,07/01/2019,06/30/2022
ALLIANCEHEALTH PONCA CITY,370006,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9872,3.4813,3.5265,Too Few to Report,07/01/2019,06/30/2022
ALLIANCEHEALTH PONCA CITY,370006,OK,READM-30-HF-HRRP,73,,1.0015,19.0472,19.0196,14,07/01/2019,06/30/2022
ALLIANCEHEALTH PONCA CITY,370006,OK,READM-30-COPD-HRRP,N/A,,0.9546,18.3876,19.2623,Too Few to Report,07/01/2019,06/30/2022
ALLIANCEHEALTH PONCA CITY,370006,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ALLIANCEHEALTH PONCA CITY,370006,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORMAN REGIONAL,370008,OK,READM-30-PN-HRRP,218,,0.9417,14.6793,15.5879,28,07/01/2019,06/30/2022
NORMAN REGIONAL,370008,OK,READM-30-HIP-KNEE-HRRP,194,,1.2572,5.9038,4.6958,15,07/01/2019,06/30/2022
NORMAN REGIONAL,370008,OK,READM-30-HF-HRRP,221,,1.0345,20.2481,19.5736,47,07/01/2019,06/30/2022
NORMAN REGIONAL,370008,OK,READM-30-COPD-HRRP,362,,0.9396,18.7990,20.0075,64,07/01/2019,06/30/2022
NORMAN REGIONAL,370008,OK,READM-30-CABG-HRRP,N/A,,0.9953,10.4368,10.4865,Too Few to Report,07/01/2019,06/30/2022
NORMAN REGIONAL,370008,OK,READM-30-AMI-HRRP,189,,0.9034,12.1233,13.4197,18,07/01/2019,06/30/2022
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-PN-HRRP,566,,0.8863,14.5057,16.3667,74,07/01/2019,06/30/2022
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0196,4.6878,4.5979,Too Few to Report,07/01/2019,06/30/2022
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-HF-HRRP,164,,0.9630,19.2031,19.9412,29,07/01/2019,06/30/2022
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-COPD-HRRP,108,,1.0154,19.4477,19.1533,22,07/01/2019,06/30/2022
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ALLIANCEHEALTH DURANT,370014,OK,READM-30-PN-HRRP,284,,1.2791,20.9963,16.4155,77,07/01/2019,06/30/2022
ALLIANCEHEALTH DURANT,370014,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0338,4.6862,4.5328,Too Few to Report,07/01/2019,06/30/2022
ALLIANCEHEALTH DURANT,370014,OK,READM-30-HF-HRRP,175,,1.1589,22.8602,19.7255,50,07/01/2019,06/30/2022
ALLIANCEHEALTH DURANT,370014,OK,READM-30-COPD-HRRP,190,,1.1136,21.9836,19.7402,49,07/01/2019,06/30/2022
ALLIANCEHEALTH DURANT,370014,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ALLIANCEHEALTH DURANT,370014,OK,READM-30-AMI-HRRP,138,,1.1247,18.7951,16.7111,32,07/01/2019,06/30/2022
HILLCREST HOSPITAL PRYOR,370015,OK,READM-30-PN-HRRP,N/A,,0.9686,14.8793,15.3614,Too Few to Report,07/01/2019,06/30/2022
HILLCREST HOSPITAL PRYOR,370015,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL PRYOR,370015,OK,READM-30-HF-HRRP,N/A,,1.0323,20.9571,20.3013,Too Few to Report,07/01/2019,06/30/2022
HILLCREST HOSPITAL PRYOR,370015,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL PRYOR,370015,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL PRYOR,370015,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,READM-30-PN-HRRP,119,,1.0311,15.1031,14.6475,20,07/01/2019,06/30/2022
INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,READM-30-HF-HRRP,N/A,,0.8916,15.3369,17.2024,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,READM-30-COPD-HRRP,86,,0.9981,16.4175,16.4489,14,07/01/2019,06/30/2022
INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,READM-30-AMI-HRRP,N/A,,0.9122,11.7331,12.8624,Too Few to Report,07/01/2019,06/30/2022
ASCENSION ST JOHN JANE PHILLIPS,370018,OK,READM-30-PN-HRRP,172,,0.9504,15.3471,16.1487,23,07/01/2019,06/30/2022
ASCENSION ST JOHN JANE PHILLIPS,370018,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0643,4.2231,3.9680,Too Few to Report,07/01/2019,06/30/2022
ASCENSION ST JOHN JANE PHILLIPS,370018,OK,READM-30-HF-HRRP,199,,1.0099,20.2754,20.0776,41,07/01/2019,06/30/2022
ASCENSION ST JOHN JANE PHILLIPS,370018,OK,READM-30-COPD-HRRP,N/A,,0.9147,17.7648,19.4207,Too Few to Report,07/01/2019,06/30/2022
ASCENSION ST JOHN JANE PHILLIPS,370018,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ASCENSION ST JOHN JANE PHILLIPS,370018,OK,READM-30-AMI-HRRP,N/A,,0.8921,11.2324,12.5916,Too Few to Report,07/01/2019,06/30/2022
GREAT PLAINS REGIONAL MEDICAL CENTER,370019,OK,READM-30-PN-HRRP,87,,0.9802,15.3217,15.6308,12,07/01/2019,06/30/2022
GREAT PLAINS REGIONAL MEDICAL CENTER,370019,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0557,4.8059,4.5524,Too Few to Report,07/01/2019,06/30/2022
GREAT PLAINS REGIONAL MEDICAL CENTER,370019,OK,READM-30-HF-HRRP,64,,0.9996,20.3543,20.3625,13,07/01/2019,06/30/2022
GREAT PLAINS REGIONAL MEDICAL CENTER,370019,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GREAT PLAINS REGIONAL MEDICAL CENTER,370019,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GREAT PLAINS REGIONAL MEDICAL CENTER,370019,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MERCY HOSPITAL ADA,370020,OK,READM-30-PN-HRRP,202,,0.9356,15.6005,16.6752,27,07/01/2019,06/30/2022
MERCY HOSPITAL ADA,370020,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9092,4.8630,5.3484,Too Few to Report,07/01/2019,06/30/2022
MERCY HOSPITAL ADA,370020,OK,READM-30-HF-HRRP,186,,1.0298,18.3314,17.8008,36,07/01/2019,06/30/2022
MERCY HOSPITAL ADA,370020,OK,READM-30-COPD-HRRP,62,,1.0452,19.5603,18.7145,15,07/01/2019,06/30/2022
MERCY HOSPITAL ADA,370020,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MERCY HOSPITAL ADA,370020,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,370022,OK,READM-30-PN-HRRP,100,,1.0282,15.1585,14.7433,17,07/01/2019,06/30/2022
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,370022,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9380,3.8014,4.0526,Too Few to Report,07/01/2019,06/30/2022
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,370022,OK,READM-30-HF-HRRP,82,,0.9641,17.5117,18.1641,12,07/01/2019,06/30/2022
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,370022,OK,READM-30-COPD-HRRP,N/A,,0.9923,16.6275,16.7566,Too Few to Report,07/01/2019,06/30/2022
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,370022,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,370022,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-PN-HRRP,238,,0.9805,15.2582,15.5616,35,07/01/2019,06/30/2022
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9750,4.5653,4.6823,Too Few to Report,07/01/2019,06/30/2022
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-HF-HRRP,185,,0.9635,19.1628,19.8883,33,07/01/2019,06/30/2022
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-COPD-HRRP,127,,0.9409,17.2240,18.3053,18,07/01/2019,06/30/2022
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,OK,READM-30-PN-HRRP,377,,1.0470,18.5161,17.6847,73,07/01/2019,06/30/2022
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.1405,4.9979,4.3822,Too Few to Report,07/01/2019,06/30/2022
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,OK,READM-30-HF-HRRP,342,,1.0079,22.6474,22.4689,78,07/01/2019,06/30/2022
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,OK,READM-30-COPD-HRRP,149,,0.9503,19.7308,20.7629,26,07/01/2019,06/30/2022
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,OK,READM-30-AMI-HRRP,N/A,,0.9431,14.3272,15.1920,Too Few to Report,07/01/2019,06/30/2022
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-PN-HRRP,203,,0.9877,17.1691,17.3837,34,07/01/2019,06/30/2022
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9937,4.8197,4.8503,Too Few to Report,07/01/2019,06/30/2022
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-HF-HRRP,193,,0.9710,20.1846,20.7870,37,07/01/2019,06/30/2022
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-COPD-HRRP,63,,1.0075,19.8537,19.7051,13,07/01/2019,06/30/2022
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-AMI-HRRP,N/A,,0.9749,14.7162,15.0946,Too Few to Report,07/01/2019,06/30/2022
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-PN-HRRP,599,,0.8477,14.2040,16.7563,74,07/01/2019,06/30/2022
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0215,5.9019,5.7777,Too Few to Report,07/01/2019,06/30/2022
